_id,datasetfields_datautility_title,datasetfields_datautility_allowable_uses,datasetfields_metadataschema_url,pid,datasetv2_summary_publisher_name,datasetv2_summary_publisher_memberOf,datasetv2_accessibility_usage_dataUseLimitation,datasetv2_accessibility_usage_dataUseRequirements
60055c30ef5f5c3d7d4ebdd1,GENOMICS ENGLAND 100K CANCER & COMMON,,https://healthdatagateway.org/detail/7fdb684d-bb7a-4d0b-8666-9f10510f071f,702f0198-bdfe-401e-97f2-35f5d26357ad,GENOMICS ENGLAND,ALLIANCE,['GENERAL RESEARCH USE'],"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION MORATORIUM']"
6006b08adc02d6d666180c32,Exome sequencing,,https://healthdatagateway.org/detail/07b82dd5-adc3-42c5-8a60-914042b5bc40,2ddf0659-f05a-4f1c-b558-63a96e5b49f7,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6006b0b3dc02d6d666180c33,GENOMICS ENGLAND 100K NHSD LINKED DATA,Platinum ,https://healthdatagateway.org/detail/2d4b933d-1c8b-4fde-860e-c324454d28f9,14c31b39-f189-4417-bd38-635268495593,GENOMICS ENGLAND,ALLIANCE,['GENERAL RESEARCH USE'],"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION MORATORIUM']"
6006b0bfdc02d6d666180c34,GENOMICS ENGLAND 100K PHE LINKED DATA,Platinum ,https://healthdatagateway.org/detail/62c01293-83a5-4d4d-9d36-9d7aa2bf120f,ea748742-568a-46e2-b603-2fada49024e1,GENOMICS ENGLAND,ALLIANCE,GENERAL RESEARCH USE,"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION MORATORIUM']"
6006b0c1dc02d6d666180c35,GENOMICS ENGLAND 100K QUICK VIEW,Platinum ,https://healthdatagateway.org/detail/15efea36-d022-495c-a5b6-90f51631a643,4cc5ed33-3190-4f80-953b-cabd5a2b1c7c,GENOMICS ENGLAND,ALLIANCE,['GENERAL RESEARCH USE'],"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION MORATORIUM']"
6006b0cddc02d6d666180c36,GENOMICS ENGLAND 100K RARE DISEASE & COMMON,Platinum ,https://healthdatagateway.org/detail/239e8253-a997-4676-8940-16b74a004365,3f2b37f1-e8f7-42e5-83c4-fc9e1c58725d,GENOMICS ENGLAND,ALLIANCE,GENERAL RESEARCH USE,"['ETHICS APPROVAL REQUIRED', 'PROJECT SPECIFIC RESTRICTIONS', 'PUBLICATION MORATORIUM']"
6006b0dfdc02d6d666180c37,Genotype,,https://healthdatagateway.org/detail/480ccd8a-309e-417a-ac23-5b2d9cd281b1,93a7352f-fce4-42c9-9a8c-efc7fe23eda0,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6006b151dc02d6d666180c3a,Hospital Inpatient data,,https://healthdatagateway.org/detail/fb2a851b-3f1c-4665-bbdb-5461f1f36bca,97c68424-dc80-4faa-b777-67c42f92a9b6,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6006b15adc02d6d666180c3b,Imaging,,https://healthdatagateway.org/detail/93d26255-7199-4ea7-997d-f74890d12b87,32a2dcb1-1e18-44ba-ad49-b3da312ca447,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6006b2b1dc02d6d666180c3e,Online questionnaires,,https://healthdatagateway.org/detail/bf625cfe-c4b2-4ea8-bbe8-1a8873ca4cb9,8ef26f38-d1b3-4b24-b80a-717f216c6aea,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6006b307dc02d6d666180c3f,Primary-care data,,https://healthdatagateway.org/detail/b27afede-a51d-4aae-8bf7-ce94888fe898,439e71c7-33b5-4e85-98ce-4b068f2523ad,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
6006b37fdc02d6d666180c43,UK Biobank Assessment Centre,,https://healthdatagateway.org/detail/bcb224fe-592f-4aaf-abd1-ad3e3caa61ff,2775b97f-1606-490e-81ef-35bad050434a,UK Biobank,ALLIANCE,RESEARCH USE ONLY,RETURN TO DATABASE OR RESOURCE
600a9b482ed81b59ae91c0b8,Domiciliary Social Care Worker [DSCW],,https://healthdatagateway.org/detail/41a667eb-1c84-4665-b0d4-d26405d277c5,0e38bbf4-c788-4a1a-9af8-a24821250154,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
600a9e532ed81b59ae91c0b9,Systemic Anti-Cancer Therapy Dataset [SACT],,https://healthdatagateway.org/detail/3141f405-9653-4189-9a1f-443a463d4b1b,6c4ed998-0f05-415c-a3e4-42430bb62d24,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
600bac02d6b46552932f51b4,National Diabetes Audit,Platinum ,https://healthdatagateway.org/detail/c2e112a0-a198-46b0-9a0c-ec91edfb6839,9a434a5c-563b-4da1-9133-9994960ade54,NHS DIGITAL,ALLIANCE,NO RESTRICTION,"['ETHICS APPROVAL REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE']"
601010952f3a52ffa3a71865,The National COVID-19 Chest Imaging Database,,https://healthdatagateway.org/detail/77824298-ef3b-40f7-a0a4-b6dedb2e7a02,31f0148b-f965-4136-ab39-6c5bbbf8c2d9,NHSX,ALLIANCE,NO RESTRICTION,PROJECT SPECIFIC RESTRICTIONS
60138ccee52bb2e88f760e9b,Deaths General Registrar Office – National Records Scotland,,https://healthdatagateway.org/detail/ecb404b5-2fcb-4b91-a86a-f9f8d25b2ebd,5362cfea-d554-43ba-916a-4460da39cc0c,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60138cdee52bb229fb760e9c,"Deaths – CHI, Community Health Index",,https://healthdatagateway.org/detail/33e96a6f-8791-48c7-a440-889dba594c36,faf2fc49-d09f-4ea2-a2cb-b1d30fffa406,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60138cfae52bb2356a760e9d,Demography,,https://healthdatagateway.org/detail/93ad5a26-65f5-438f-b4e3-9f7078cc2f92,b88c2b24-b75d-4d28-9391-2dbac1605a17,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60138dede52bb27143760e9e,Fife Microbiology: Isolations,,https://healthdatagateway.org/detail/0c74238f-58b4-42d4-a97a-94737d75a897,79086e92-cbbf-4615-b642-bc65d8a3bc6d,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60138df2e52bb22798760e9f,Fife Microbiology: Tests,,https://healthdatagateway.org/detail/aa5c8e81-ad02-4366-9577-472f7ed339d9,0c43c0b6-de3a-478b-8190-4da37fbe5ff5,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60138df3e52bb29493760ea0,Fife Radiology,,https://healthdatagateway.org/detail/8a128e75-0188-40a3-94d4-5f1967fcffb2,d020302b-a691-49fb-9d10-1274af2f3110,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139323e52bb20d29760ea3,"NHS Tayside A&E, Diagnosis dataset during A&E visit",,https://healthdatagateway.org/detail/dd0ae281-e3b1-48fb-ad7a-c46565b577ce,14a39e96-8ac3-4df3-b42b-07718121c585,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
6013932fe52bb2cd29760ea4,NHS Tayside and Fife Accident & Emergency Dataset (ISD/National),,https://healthdatagateway.org/detail/3728b674-68a2-4710-9f8e-b0fc3f2add10,750063ea-6bfd-4492-9748-2a18080cf6ea,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139338e52bb21933760ea5,NHS Tayside and Fife Haematology (Lab Data Restructured),,https://healthdatagateway.org/detail/d05e9c8c-085e-4907-8688-cad494636ed8,c294bb01-062b-494e-942b-1efe8cbac3dc,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139340e52bb24270760ea6,NHS Tayside and Fife Haematology Biochemistry (Lab Data Restructured),,https://healthdatagateway.org/detail/7858978f-30e8-42e7-abe4-d9af5447c278,10ffac16-d0c2-4d53-ab6a-69a38e283223,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139341e52bb25cec760ea7,NHS Tayside and Fife Immunology (Extractable),,https://healthdatagateway.org/detail/f57d92d9-5288-4b4d-9790-49863e8b9232,39055449-c074-4b58-adb2-b1c0d2441c4d,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139344e52bb237db760ea8,NHS Tayside and Fife Virology,,https://healthdatagateway.org/detail/6dd0f10d-82fa-438f-ba74-9c880f60bf4c,855a84b2-9d58-4b2b-a450-b6c6d534e403,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139344e52bb2bf5b760ea9,"NHS Tayside, A&E Drugs given during an A&E visit",,https://healthdatagateway.org/detail/dba474a3-90c4-423d-beb0-5ef79c490d24,acfbef89-344c-49a5-8079-7344f4316e0f,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
6013963ee52bb224f1760eaa,Patient SIMD Postcode,,https://healthdatagateway.org/detail/1db7ce43-0dc3-4fa9-8bc8-14db16aba508,798567eb-d790-466e-880b-75a1e94ffdf2,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139690e52bb21523760eab,Prescribing,,https://healthdatagateway.org/detail/3e13c6f0-2760-4ece-b047-77d750d9cdbd,6d044471-62d2-4190-b315-503f77d33ef2,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139718e52bb2aeb8760eac,Renal Register – ISD National dataset,,https://healthdatagateway.org/detail/2ab363bf-3013-475b-8254-bd7740f70edb,32edd77d-533c-423f-b045-937507f8505d,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
6013982ce52bb27167760ead,Tayside & Fife Diabetes – Summary and a range of diabetes related datasets.,,https://healthdatagateway.org/detail/5852d8bc-d721-4daf-a63b-21aebcc6f5a9,49e63323-e564-48ac-9f11-cf77bf0fe20b,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139830e52bb236ec760eae,Tayside Bowel Screening Dataset,,https://healthdatagateway.org/detail/0e80170d-de4f-4349-a879-c54a70262736,00201dde-1faf-41d3-b282-5c24c0ca3697,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139831e52bb2b513760eaf,Tayside Microbiology: Isolations,,https://healthdatagateway.org/detail/dfb14598-b705-48c0-b6ec-4b84fa4ef1d4,eaa4bab0-0501-4511-aa2d-4e4fee0f0bf3,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139835e52bb21071760eb0,Tayside Microbiology: Tests,,https://healthdatagateway.org/detail/c8516bb0-e4c5-484f-a370-f49315e3a330,826be5be-9977-49f9-b6d1-83ed9de08ebe,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60139839e52bb2f769760eb1,Tayside Pathology,,https://healthdatagateway.org/detail/9ce35921-a1de-444b-a822-c0f6a8003797,419e5a82-2d82-48a7-a8f3-a83e64a54e92,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
6013983be52bb28495760eb2,Tayside Radiology,,https://healthdatagateway.org/detail/b1dc1917-8522-4ecd-a829-c866c5cffe3b,af10ec29-1866-4726-b33f-3948afe182f2,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
6013991ee52bb2b81a760eb3,Walker Study Data,,https://healthdatagateway.org/detail/08a29778-afac-4ae0-86fc-5ca544d53874,245bffa9-07c3-40b6-916b-161062cdf674,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
60227a154b932071f1a34ee4,Cancer Network Information System - CNIS / CANISC,,https://healthdatagateway.org/detail/3d13bc38-3f7f-4807-8847-2a10d6402dd3,da91f0eb-1761-485b-8b7f-9121b6a1d004,SAIL,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,PROJECT SPECIFIC RESTRICTIONS
60227eed4b932071f1a34ee9,Welsh Health Survey Dataset,,https://healthdatagateway.org/detail/f0fc13b4-f801-4647-82f3-07ed07f26ea0,e4d8edb3-6e8e-435d-9732-60c83027d8f9,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']","['PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION']"
6023b6bf0ed0634076599557,Real-time Assessment of Community Transmission (REACT) Study 2: COVID antibody,,https://healthdatagateway.org/detail/f9959c00-c063-4fbf-933d-755e3b6ecedc,70656016-c1c9-4bc2-93d1-c66341fcdf36,IMPERIAL COLLEGE LONDON,ALLIANCE,RESEARCH SPECIFIC RESTRICTIONS,"['COLLABORATION REQUIRED', 'ETHICS APPROVAL REQUIRED', 'GEOGRAPHICAL RESTRICTIONS', 'INSTITUTION SPECIFIC RESTRICTIONS', 'PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION']"
602b9b4031ccebfb7f93a840,Salford Lung Study,Platinum ,https://healthdatagateway.org/detail/a8f5117e-7523-452f-abf3-ced72f03cb2e,86838cad-d5d3-4b65-9c37-29b0c8c36309,BREATHE,HUB,GENERAL RESEARCH USE,[]
602cfe9bb985ab5c707f056d,SAIL Dementia e-Cohort,,https://healthdatagateway.org/detail/9709ee81-c5f1-4c01-a1ac-51ae2a0a60f3,f48b7c05-6a44-480c-84c6-4f7a684f29f8,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']","['PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION']"
602e584bc500bd91f5d27f07,Coagulopathies & arterial/venous thrombosis in COVID patients: an OMOP dataset,Platinum ,https://healthdatagateway.org/detail/e22f93fb-bc08-44eb-b292-dc2baf0ad343,dd4629c0-14b6-4cba-8dcf-31ec5fea68bb,PIONEER,HUB,RESEARCH USE ONLY,PROJECT SPECIFIC RESTRICTIONS
602e5a6bc500bd91f5d27f09,MATCH,,https://healthdatagateway.org/detail/5b99795a-3db4-4020-a8f9-aa64bcc2c5f0,5429fc2a-3d72-414d-9393-4079c4c6c0fa,HEALTH INFORMATICS CENTRE - UNIVERSITY OF DUNDEE,ALLIANCE,[],[]
602e5cbfc500bd91f5d27f0a,Real Time Data Network (RTDN),Gold ,https://healthdatagateway.org/detail/0ddcb454-2372-4180-9ba0-a7e1896d4fe2,616c4488-65a5-4608-a187-0c6bc78b359a,DATA-CAN,HUB,GENERAL RESEARCH USE,"['ETHICS APPROVAL REQUIRED', 'GEOGRAPHICAL RESTRICTIONS', 'INSTITUTION SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION']"
602e5d42c500bd91f5d27f0b,The impact of COVID on hospitalised patients with COPD; a dataset in OMOP,Platinum ,https://healthdatagateway.org/detail/07e3ac82-a38d-45f3-9933-07439f6a761d,323dc330-aad9-472a-b579-ab66f5f75906,PIONEER,HUB,RESEARCH USE ONLY,COLLABORATION REQUIRED
602e5d4ec500bd91f5d27f0c,UHB 2019 Summer Society of Acute Medicine Benchmarking Audit,Platinum ,https://healthdatagateway.org/detail/1785cc1a-ace0-4980-8352-5977b2b72969,5acfadf9-21a7-4517-a1b2-620d20469611,PIONEER,HUB,RESEARCH USE ONLY,PROJECT SPECIFIC RESTRICTIONS
602e5d6bc500bd91f5d27f0d,Ventilatory strategies and outcomes for patients with COVID: a dataset in OMOP,Platinum ,https://healthdatagateway.org/detail/53b7c446-667b-409e-920e-67cb516de3ae,cacba424-6c2c-4b57-8f5b-64e92a78370a,PIONEER,HUB,RESEARCH USE ONLY,[]
602e5d8fc500bd91f5d27f0e,Yorkshire Specialist Register of Cancer in Children and Young People,Gold ,https://healthdatagateway.org/detail/931efe47-04eb-4ff3-aa62-97e2e4007aed,93582beb-e45a-47b6-aeab-d26f583e4c3b,DATA-CAN,HUB,GENERAL RESEARCH USE,"['ETHICS APPROVAL REQUIRED', 'INSTITUTION SPECIFIC RESTRICTIONS', 'NOT FOR PROFIT USE', 'PROJECT SPECIFIC RESTRICTIONS', 'TIME LIMIT ON USE', 'USER SPECIFIC RESTRICTION']"
6031e9a144ae49aac6eebe7d,Radiotherapy Dataset,,https://healthdatagateway.org/detail/b589b19b-b43f-4344-affb-5d7ea328c909,f102ca50-d1e4-44ec-924e-be89446652af,SAIL,ALLIANCE,"['GENERAL RESEARCH USE', 'RESEARCH SPECIFIC RESTRICTIONS']","['PROJECT SPECIFIC RESTRICTIONS', 'USER SPECIFIC RESTRICTION']"
6031eba544ae49d853eebe81,UHB 100K Genomics patient clinical data including their acute care contacts,Platinum ,https://healthdatagateway.org/detail/fed0d62b-f7f7-475c-89c9-67caa374f970,ceae4fe0-4e98-4e3c-85db-e86539aade81,PIONEER,HUB,RESEARCH USE ONLY,PROJECT SPECIFIC RESTRICTIONS
60332c5f44ae493f7ceebf24,ARIA Dataset,,https://healthdatagateway.org/detail/5271131b-ba5b-452d-b230-077094a031c2,621dd611-adcf-4434-b538-eecdbe5f72cf,BARTS HEALTH,ALLIANCE,[],[]
60332cb244ae497fc9eebf25,Arden Tissue Bank,,https://healthdatagateway.org/detail/263f4ce3-7ccf-45c3-9d41-c1f5ed14cc81,62fdfd1c-f195-49cc-b3a1-7d9fd2cc8e1b,TISSUE DIRECTORY,ALLIANCE,[],[]
60332ccb44ae49af43eebf27,BRAIN UK,,https://healthdatagateway.org/detail/359006d7-1c6c-43c2-8905-09b016398ae1,1c455ad3-af51-4b93-aff4-c5d3dacfa9f4,TISSUE DIRECTORY,ALLIANCE,[],[]
60332ccc44ae4925fbeebf28,Barts CTU,,https://healthdatagateway.org/detail/be77a483-2eff-4c05-8091-035fe79b3c8a,22aa219f-f3c8-4a25-822e-aa2504f6f29a,TISSUE DIRECTORY,ALLIANCE,[],[]
60332cd344ae49553feebf29,BioDock,,https://healthdatagateway.org/detail/94e28efd-a976-4748-81fd-956a598c26cb,ecb82441-286f-408d-880c-9239a25fb5cd,TISSUE DIRECTORY,ALLIANCE,[],[]
60332cd444ae4984feeebf2a,Biobank for patients with retinal degenerations & dystrophies,,https://healthdatagateway.org/detail/ae2022bc-2083-4e57-b825-1fb610d910ee,cee932f8-151c-4834-ac6d-61d842f9d170,TISSUE DIRECTORY,ALLIANCE,[],[]
60332ce644ae495043eebf2b,Bloodwise Childhood Leukaemia Cell Bank,,https://healthdatagateway.org/detail/914321d0-1d86-4974-a38d-97469f9ff2cd,93baeb13-cc4b-47fd-9dae-5ae5277cba54,TISSUE DIRECTORY,ALLIANCE,[],[]
60338c12728ddc3804b5e5e7,Bristol Biobank,,https://healthdatagateway.org/detail/fe3f2246-aec4-4be4-8f51-3e5bde80931d,9d56ae46-5955-4f03-a93c-a4a6d9f641ab,TISSUE DIRECTORY,ALLIANCE,[],[]
60338c13728ddc3804b5e5e8,Bristol Dental School Saliva Bank,,https://healthdatagateway.org/detail/37687806-bab2-4de8-87a7-844a0061e7f8,8d77f0ad-f376-4d61-a97d-5e996c2bbe72,TISSUE DIRECTORY,ALLIANCE,[],[]
60338c15728ddc3804b5e5e9,CASPS: A Phase II trial of Cediranib in ASPS patients,,https://healthdatagateway.org/detail/70b4d407-288a-4945-a4d5-506d60715110,7dcd5c0a-1922-4fe2-9b7e-090e4c39861b,TISSUE DIRECTORY,ALLIANCE,[],[]
60338c16728ddc3804b5e5ea,CDE Patient Demographics,,https://healthdatagateway.org/detail/10b10bc5-ce28-4cc0-b006-2a0e6d03a72d,209d7fae-0521-4d07-8a4d-e0843a46a107,BARTS HEALTH,ALLIANCE,[],[]
60338c17728ddc3804b5e5eb,CDE Surginet Documentation,,https://healthdatagateway.org/detail/3b752633-8274-4418-b15b-4502bab03935,4c4bc482-16f5-462f-8daf-51ec6492074d,BARTS HEALTH,ALLIANCE,[],[]
60338c18728ddc3804b5e5ec,COG-UK Viral Genome Sequences,,https://healthdatagateway.org/detail/22e67d6b-3c86-46bc-8472-97ebe70773fa,1fe02b65-7b77-43bf-93c8-4f0743fee672,COVID-19 GENOMICS UK,ALLIANCE,[],[]
60338c82728ddc3804b5e5ed,Cam-UroOnc Biorepository,,https://healthdatagateway.org/detail/0315886c-f34a-4f1d-8f76-2dfa80a6e949,21044030-1cd5-46b1-b072-c9959fd330b4,TISSUE DIRECTORY,ALLIANCE,[],[]
60338c83728ddc3804b5e5ee,Cambridge Blood and Stem Cell Biobank,,https://healthdatagateway.org/detail/167cc04b-23b8-4a9e-9ff9-6c8e07d6a561,c51ab59a-33ce-4145-a642-7f3f96bca545,TISSUE DIRECTORY,ALLIANCE,[],[]
60338c84728ddc3804b5e5ef,Cancer Group CTR Cardiff trials,,https://healthdatagateway.org/detail/d006821e-a507-4699-b560-b5d023e09d4b,cd833805-f0a8-4ddb-a50d-b12695c92120,TISSUE DIRECTORY,ALLIANCE,[],[]
60338ca2728ddc3804b5e5f0,Cardamon Clinical Trial Samples,,https://healthdatagateway.org/detail/0ecedaa2-e8f5-4eb2-ad3f-fc2ce433fc36,c0dcceca-c8cf-4269-a0e0-0c18b6ba2de1,TISSUE DIRECTORY,ALLIANCE,[],[]
60338ca3728ddc3804b5e5f1,Cardiff School of Dentistry Tooth Bank,,https://healthdatagateway.org/detail/adbee090-9634-455e-9be1-62843158fb08,0d4f0103-82d8-43f4-8058-4aec80ea562f,TISSUE DIRECTORY,ALLIANCE,[],[]
60338ca4728ddc3804b5e5f2,Cardiff University Biobank,,https://healthdatagateway.org/detail/af2ecff2-398c-437f-8c45-adef2406ce43,097540aa-a0ed-492e-853b-9ebcfd061dea,TISSUE DIRECTORY,ALLIANCE,[],[]
60338cae728ddc3804b5e5f3,Central England Haemato-oncology and oncology Research Biobank (CEHRB),,https://healthdatagateway.org/detail/79b02690-798b-462d-9ced-f53c9e39d624,314953f6-58e7-49c0-adfd-c60e623eba74,TISSUE DIRECTORY,ALLIANCE,[],[]
60338cbf728ddc3804b5e5f4,Child Health Systems Programme - 13-15 Month Review,,https://healthdatagateway.org/detail/f87064b0-cb12-4e6e-a709-52e776a0f6b7,e77af7a3-32fa-4a08-8455-4fb489e5b64a,PUBLIC HEALTH SCOTLAND,ALLIANCE,[],[]
60338cc4728ddc3804b5e5f5,Child Health Systems Programme - 27-30Months Review,,https://healthdatagateway.org/detail/26b03931-18ce-4a83-99de-1fca258518f3,d2d57b7f-95d8-425f-b2fd-cc9aff05e659,PUBLIC HEALTH SCOTLAND,ALLIANCE,[],[]
60338ccb728ddc3804b5e5f6,Child Health Systems Programme - 4-5 year review,,https://healthdatagateway.org/detail/c2ebe992-e9e8-4316-a565-20d312aa9ef7,5844bde6-628d-4e76-bb56-3534e2728eb6,PUBLIC HEALTH SCOTLAND,ALLIANCE,[],[]
60338cd0728ddc3804b5e5f7,Child Health Systems Programme - 6-8week review,,https://healthdatagateway.org/detail/8cfbaeec-98ce-4e09-b49c-d7c5968f1e85,f9cf4be7-fbc9-4601-8beb-5d3c3596bf04,PUBLIC HEALTH SCOTLAND,ALLIANCE,[],[]
60338cd9728ddc3804b5e5fa,Children's Cancer and Leukaemia Group (CCLG) Tissue Bank,,https://healthdatagateway.org/detail/227fe0ea-d76e-4c14-a33e-ca255380937d,c232fa07-5d28-4bdc-b540-1ad8d933c5f9,TISSUE DIRECTORY,ALLIANCE,[],[]
60338cfa728ddc3804b5e5fb,Community Services Dataset,,https://healthdatagateway.org/detail/ae9e8a9f-533f-4823-8e00-84e39ad2c266,cae0a9a5-1bf2-49c3-b8d1-c315d3239074,BARTS HEALTH,ALLIANCE,[],[]
60338d35728ddc3804b5e5fc,Critical Care Minimum Dataset,,https://healthdatagateway.org/detail/cb020c3c-f738-4741-bf6b-3df16611b02e,c71fbdc3-0311-4b3f-a9ff-7d2f2c0ba993,BARTS HEALTH,ALLIANCE,[],[]
60338d38728ddc3804b5e5fd,Cystic Fibrosis Patient Annual Review Encounters,,https://healthdatagateway.org/detail/ca2c6ec0-00ce-42fc-a077-88911259576c,11360490-8da3-4a25-bb87-4fcc249b9af5,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d3a728ddc3804b5e5fe,Cystic Fibrosis Patient CFQ-R,,https://healthdatagateway.org/detail/1a4b65e9-5241-4081-9cbb-43a8c8c6ea3b,9cf5dbd3-a109-4e8d-b1bb-7e4126bd887f,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d3c728ddc3804b5e5ff,Cystic Fibrosis Patient Chronic Medication,,https://healthdatagateway.org/detail/b5033be2-0744-49c5-a398-a4d3ed4e1deb,0ad31772-0893-4cf7-bab0-683e80302201,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d47728ddc3804b5e600,Cystic Fibrosis Patient Demographics,,https://healthdatagateway.org/detail/c1682cb7-8f43-49fa-b66a-0a4a205885d3,19bc55c2-13d7-4488-a52c-35287483ea4e,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d48728ddc3804b5e601,Cystic Fibrosis Patient Liver Enzyme,,https://healthdatagateway.org/detail/caa644b6-a50d-455b-bee1-96232443e2b9,f72e80fc-dcd3-4457-ae91-dd14449002dd,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d4a728ddc3804b5e602,Cystic Fibrosis Patient Microbiology Cultures,,https://healthdatagateway.org/detail/42ac7c27-a37b-4081-8a33-51ac077e6a4e,9c1727f6-2032-413f-bf60-470769b2616e,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d4b728ddc3804b5e603,Cystic Fibrosis Patient NTM culture,,https://healthdatagateway.org/detail/ae788191-69e5-4a03-b11b-bd25574b0e4f,69bdac5f-bb70-4ca5-a5ce-51a6106ad00b,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d4d728ddc3804b5e604,Cystic Fibrosis Patient Sweat Tests,,https://healthdatagateway.org/detail/148ebbaa-28f4-42e0-a27f-8587e516c3bf,34f0c2bd-d42e-4441-a89b-e0e384f12afa,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d4e728ddc3804b5e605,Cystic Fibrosis Patient Tendon Rupture,,https://healthdatagateway.org/detail/8638e095-a609-463f-b36e-c4cac4519660,4fcc8b11-2b9b-4f68-b51a-978749d89acc,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d50728ddc3804b5e606,Cystic Fibrosis Patient Transplants,,https://healthdatagateway.org/detail/b2fb79c5-26db-484b-8e93-1c56d7654f57,bea354e8-c552-41ef-80c2-a76ca5767e4b,CYSTIC FIBROSIS TRUST,ALLIANCE,[],[]
60338d51728ddc3804b5e607,DARWIN1 Trial,,https://healthdatagateway.org/detail/6ceec25d-2c8e-4dd7-8f99-2e56ec63c298,7f9672fa-dad5-479d-a929-52719e8cc2fa,TISSUE DIRECTORY,ALLIANCE,[],[]
